Product URL,Product Name,Product Price,Rating,Number of Reviews
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=ice_ac_b_dpb,Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 15.6 inch laptop) 30 L (Blue & black),499,4.3 out of 5 stars,"13,210"
https://www.amazon.in/gp/bestsellers/luggage/2917444031/ref=sr_bs_1_2917444031_1,American Tourister Fizz Large Size 32 Ltrs Casual Backpack (BLACK),799,4.0 out of 5 stars,"56,327"
https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5,Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,899,4.3 out of 5 stars,"6,864"
https://www.amazon.in/Gear-Expandable-RainCover-Grey-Black-TLPTURBO00401/dp/B097KDRZ67,Gear Turbo 45L Expandable Water Resistant Antitheft Laptop Bag/Backpack/Briefcase For Men/Women With Raincover (Grey),"1,595",4.3 out of 5 stars,"1,208"
https://www.amazon.in/Safari-Laptop-Backpack-Raincover-college/dp/B097JH4V5G,"Safari Omega 30L Laptop Backpack with Raincover, school bag for boys and girls, college bag, office bag, travel bag for men and women, Teal",699,3.9 out of 5 stars,155
https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF,"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",449,4.3 out of 5 stars,"5,239"
https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,689,4.1 out of 5 stars,"1,944"
https://www.amazon.in/Half-Moon-Backpack-Luggage-Compartment/dp/B09VCLZ3K4,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,689,3.9 out of 5 stars,"3,832"
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",799,4.1 out of 5 stars,"6,637"
https://www.amazon.in/Impulse-Belux-Backpack-Resistant-Black/dp/B0CJHL12N9,Impulse Belux 45L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,399,5.0 out of 5 stars,10
https://www.amazon.in/Safari-45L-21-OB-BLK/dp/B07BZ5VC4H,Safari Seek 45 Ltrs Overnighter Expandable Travel Laptop Backpack,"2,299",4.5 out of 5 stars,"7,714"
https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",199,4.1 out of 5 stars,"10,260"
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0519/dp/B07G4JQX2F,Gear Classic 20L Small Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women (Navy-Tan),709,4.4 out of 5 stars,"6,794"
https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC,ADISA Laptop Backpack 31 Ltrs,349,4.0 out of 5 stars,"9,230"
https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag/ Backpack, Navy Blue | Office Bag for Men and Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",549,3.9 out of 5 stars,"17,590"
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",639,4.1 out of 5 stars,"6,637"
https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH,Gear Classic 20L Small Faux Leather Water Resistant Anti Theft Laptop Bag/Office Backpack for Men/Women - Brown,798,4.4 out of 5 stars,"6,238"
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV,"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 15.6"" laptop) 30 L, Charcoal black",499,4.3 out of 5 stars,"13,210"
https://www.amazon.in/ADISA-BP010-Weight-Casual-Backpack/dp/B07MXL986B,ADISA 32 Ltrs Water Resistant Casual Travel Bagpack/College Backpack/School Office Bag for Men and Women,374,3.9 out of 5 stars,"4,288"
https://www.amazon.in/Weekender-Travel-Backpack-Organizer-Handles/dp/B0B34WJK3X,"FUR JADEN 40L Weekender Travel Laptop Backpack with Anti Theft Pocket, Organizer, 15.6 Inch Padded Laptop Sleeve and Dual Handles","1,099",4.3 out of 5 stars,"1,182"
https://www.amazon.in/gp/bestsellers/kitchen/6802467031/ref=sr_bs_4_6802467031_1,"Amazon Brand - Presto! Oxo-Biodegradable Garbage Bags, Medium -(19 x 21 inches) - 30 bags/roll (Pack of 6, Black)",289,4.4 out of 5 stars,"35,876"
https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XH1BP7,"Mi Step Out 12 L Mini Backpack (Small Size, Dark Blue, Water Repellant)",199,4.1 out of 5 stars,"10,260"
https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XG77KN,"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)",199,4.1 out of 5 stars,"10,260"
https://www.amazon.in/American-Tourister-AMT-SCH-BAG02/dp/B07CGLDV2C,American Tourister Casual Backpack,949,4.2 out of 5 stars,"4,179"
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF,ADISA 15.6 inch laptop backpack office bag college travel back pack 32 Ltrs,399,3.9 out of 5 stars,"1,392"
https://www.amazon.in/Arctic-Fox-Backpack-Charging-Laptop/dp/B089QB6D7B,Arctic Fox Slope Anti Theft 23 L Backpack with USB Charging Port 15 Inch Laptop Backpack (Marble Black),"1,299",4.5 out of 5 stars,"4,525"
https://www.amazon.in/Safari-Pentagon-Polypropylene-55-Hardsided/dp/B097QP6L5K,"Safari Pentagon 55 Cms Small Cabin Polypropylene Hard Sided 4 Wheels 360 Degree Wheeling System Luggage/Suitcase/Trolley Bag, Cyan Blue","1,799",4.1 out of 5 stars,"3,568"
https://www.amazon.in/gp/bestsellers/kitchen/1380564031/ref=sr_bs_11_1380564031_1,"Storite 2 Pack Moisture Proof Nylon Large Size Underbed Storage Bag For Clothes (54 x 46 x 28 cm) - Black, Rectangular",559,4.4 out of 5 stars,"18,114"
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF,American Tourister Valex 28 Ltrs Large Laptop Backpack with Bottle Pocket and Front Organizer- Black,"1,399",4.3 out of 5 stars,"1,336"
https://www.amazon.in/Genie-Ltrs-School-Backpack-CAMELLIA17SBPIN/dp/B07QHMKHWH,"Genie Camellia School Bag for Girls, 17 inch Backpack for Women, 3 compartments Water Resistant Stylish and Trendy College Backpacks for Girls",799,4.2 out of 5 stars,"3,733"
https://www.amazon.in/POLE-STAR-Polyester-Backpack-Compartment/dp/B07D6NXR2Q,"POLESTAR Amaze 15.6 inch 30 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty",549,4.0 out of 5 stars,"6,169"
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTC876Z,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",800,4.1 out of 5 stars,"6,637"
https://www.amazon.in/Impulse-Diggy-Backpack-Business-Resistant/dp/B0CJHV6RTS,Impulse Diggy 35L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,399,4.1 out of 5 stars,21
https://www.amazon.in/AirCase-15-6-Inch-MacBook-Protective-Neoprene/dp/B07Z1YVP72,"AirCase Protective Laptop Bag Sleeve fits Upto 15.6"" Laptop/MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",399,4.3 out of 5 stars,"11,435"
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G,American Tourister Valex 28 Ltrs Large Laptop Backpack with Bottle Pocket and Front Organizer- Blue,999,4.2 out of 5 stars,917
https://www.amazon.in/ROZEN-partition-Collage-Backpack-SKYBLUE/dp/B0BRTFGG22,"ROZEN 47 Ltrs, 46 cms School Bag Class 5-12 Large 5 partition Laptop Collage Office Travel Backpack Unisex",697,4.1 out of 5 stars,342
https://www.amazon.in/HP-15-6-inch-Backpacks-Pass-Through-793A6AA/dp/B0BYDXVM5Q,HP 320 15.6-inch Backpacks/Trolley Pass-Through; Padded Back Panel; Padded air mesh Panel/Hand wash and air Dry/Padded Laptop Pocket/1 Year Limited Warranty (793A6AA),599,4.1 out of 5 stars,59
https://www.amazon.in/Essentials-Sleeve-Microsoft-Surface-Go/dp/B07LFWP97N,"Gizga Essentials Laptop Bag Sleeve Case Cover Pouch with Handle for 14.1 Inch Laptop for Men & Women, Padded Laptop Compartment, Premium Zipper Closure, Water Repellent Nylon Fabric, Grey",228,4.1 out of 5 stars,"2,065"
https://www.amazon.in/Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY,FUR JADEN Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port For Men Women Boys Girls,749,4.0 out of 5 stars,"14,168"
https://www.amazon.in/Hilfiger-Joshua-Backpack-TH-JOSHUALAP01/dp/B07N8GRWTZ,Tommy Hilfiger Joshua Polyester 20.61L Laptop Backpack For Unisex - Black,"1,799",4.2 out of 5 stars,662
https://www.amazon.in/ADISA-Casual-Backpack-College-BP046-NAV_Navy/dp/B0BX3QFVSM,ADISA 31 Ltrs Casual Backpack School College Bag Pack,349,4.0 out of 5 stars,347
https://www.amazon.in/gp/bestsellers/computers/1375468031/ref=sr_bs_9_1375468031_1,"Gizga Essentials Laptop Bag Sleeve Case Cover Pouch with Handle for 15.6 Inch Laptop for Men & Women, Padded Laptop Compartment, Premium Zipper Closure, Water Repellent Nylon Fabric, Grey",228,4.1 out of 5 stars,"3,395"
https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PKWBW,"Presto! Oxo-Biodegradable Garbage Bags, Small - 30 bags/roll (Pack of 6, plastic, Black)",259,4.3 out of 5 stars,"15,900"
https://www.amazon.in/Swisslook-Polyester-15-6-inch-Backpack-Waterproof/dp/B07XYTZP4Z,Red Lemon Swisslook Polyester Bange Series 45L 15.6-inch Laptop Bags Backpack for Men and Women Semi Waterproof USB with Anti Theft Pocket Travel Backpack,"2,699",4.3 out of 5 stars,"1,878"
https://www.amazon.in/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07ZC77WTW,"SFANE Polyester 23 cms Navy Blue Gym Bag, Shoulder Bag, Sports Bag for Men & Women with Separate Shoes Compartment (Blue)",413,4.3 out of 5 stars,"3,159"
https://www.amazon.in/AirCase-13-Inch-13-3-Inch-MacBook-Neoprene/dp/B07Z1X6VFC,"AirCase Protective Laptop Bag Sleeve fits Upto 13.3"" Laptop/MacBook Pro/Air M1/M2, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",399,4.4 out of 5 stars,"11,210"
https://www.amazon.in/AmazonBasics-Vacuum-Compression-Storage-Bags/dp/B07RSCPH4N,"amazon basics Vacuum Compression Storage Bags with Hand Pump - Large, 5-Pack",599,4.4 out of 5 stars,"11,722"
https://www.amazon.in/Shalimar-Premium-Garbage-Medium-Rolls/dp/B07KT9Q54M,Shalimar Premium OXO - Biodegradable Garbage Bags (Medium) Size 48 cm x 56 cm 4 Rolls 120 Bags Dustbin Bag/Trash Bag - Black Color,269,4.5 out of 5 stars,"18,715"
https://www.amazon.in/Zipline-Nexa-Resistant-Bagpack-Backpack/dp/B08WQ668WJ,Zipline Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag,843,3.6 out of 5 stars,"1,043"
https://www.amazon.in/Ezee-Garbage-Bag-inches-Pieces/dp/B06VX8YR6Q,Ezee Black Medium Garbage Bags 90 Pcs | 19 X 21 Inch | 30 Pcs x Pack of 3 | Dustbin Trash Bag,155,4.2 out of 5 stars,"28,671"
https://www.amazon.in/Safari-Swagpack-Backpack-Compartments-Raincover/dp/B09B25QMKY,Safari Swagpack 35 Ltrs Large Laptop Backpack With 3 Compartments and Raincover - Black (SWAGPACK19CBBLK),999,3.6 out of 5 stars,548
https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PYKVK,"Presto! Oxo-Biodegradable Garbage Bags, Large (24 x 32 inches) - 15 bags/roll (Pack of 6, Black, plastic)",299,4.3 out of 5 stars,"10,308"
https://www.amazon.in/Puma-Carry-Unisex-Duffel-Bag/dp/B089T8PKSQ,Puma Unisex Duffle Bag IND,"1,049",4.0 out of 5 stars,403
https://www.amazon.in/gp/bestsellers/shoes/1983355031/ref=sr_bs_5_1983355031_1,Lavie Women's Beech Satchel Bag | Ladies Purse Handbag,"1,259",4.2 out of 5 stars,"4,495"
https://www.amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17225/dp/B075Y72PHZ,"Lenovo 15.6"" Casual Backpack B210",799,4.1 out of 5 stars,"19,979"
https://www.amazon.in/Lunars-Comet-Resistant-Casual-Backpack/dp/B07WN833M7,Lunar's Comet 35L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and Women with 1 Year Warranty,747,4.0 out of 5 stars,"13,843"
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPTV3795,ADISA 32L large laptop backpack office bag college travel back pack with rain cover,449,3.8 out of 5 stars,436
https://www.amazon.in/Lenovo-Comfortable-Dedicated-Compartment-4X41C94115/dp/B09QCYXZ1H,"Lenovo 16-inch Value Lite Backpack, Comfortable, Padded Back Panel, Slim and Sleek, Dedicated Laptop Compartment, Padded Shoulder Straps for Optimal Comfort and Ergonomic Support (4X41C94115)",649,4.6 out of 5 stars,24
https://www.amazon.in/Arctic-Fox-Backpack-Charging-Laptop/dp/B089QBD333,Arctic Fox Slope Anti Theft 23 L Backpack with USB Charging Port 15 Inch Laptop Backpack (Marble Black),"1,299",4.5 out of 5 stars,"4,525"
https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3SPN16,NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,496,4.0 out of 5 stars,"1,114"
https://www.amazon.in/gp/bestsellers/computers/1375464031/ref=sr_bs_12_1375464031_1,TRUE HUMAN EMPEROR® Anti-Theft backpack With USB charging Port Laptop bag/Office bag/college bag/travel bag with anti -theft back pocket (LEGEND),529,3.7 out of 5 stars,"2,763"
https://www.amazon.in/Backpack-Business-Backpacks-Charging-Resistant/dp/B094DGXXR5,"FUR JADEN Travel Laptop Backpack, Business Backpacks with USB Charging Port, Water Resistant College School Computer Bag for Men & Women Fits Under 15.6 inch Laptop and Notebook",999,4.2 out of 5 stars,385
https://www.amazon.in/Lipton-Honey-Lemon-Green-Pieces/dp/B01HMQ4HLW,"Lipton Honey Lemon Green Tea Bags 100 pcs, All Natural Flavour, Zero Calories - Improves Metabolism & Reduces Waist",482,4.4 out of 5 stars,Green
https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2,Safari Quill Large Laptop Backpack 26 Ltrs Water Resistant Fabric - Black,799,3.9 out of 5 stars,"1,112"
https://www.amazon.in/Nivia-6853BKGR-Polyester-Black-Grey/dp/B07NLB6FRS,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,219,4.0 out of 5 stars,"4,170"
https://www.amazon.in/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q,Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag,843,4.0 out of 5 stars,"6,673"
https://www.amazon.in/Skybags-Trooper-Polycarbonate-Hardsided-Luggage/dp/B085SZKR6B,Skybags Trooper 65 cms Medium Check-in Polycarbonate Hardsided 4 Wheels Spinner Luggae/Suitcase/Trolley Bag- Blue and White,"2,699",4.2 out of 5 stars,"19,880"
https://www.amazon.in/Shalimar-Premium-Garbage-Medium-Black/dp/B016DCB9OO,Shalimar Premium OXO - Biodegradable Garbage Bags 19 X 21 Inches (Medium) 180 Bags (6 Rolls) Dustbin Bag/Trash Bag - Black Color,406,4.5 out of 5 stars,"15,495"
https://www.amazon.in/Home-Puff-Insulated-Lightweight-Multiple/dp/B0B42KFBDM,"Home Puff Lunch Bag for Women & Men, Insulated Lunch Bag, Tiffin Lunch Bag for Office/College/School, Bottle Holder, Lightweight, Durable Handles, Multiple Pockets, with Warranty, Made in India, Grey",299,4.3 out of 5 stars,633
https://www.amazon.in/Police-Polyester-Black-Laptop-Backpack/dp/B078S7GB96,POLICE Backpack Laptop Bag for Men Casual Backpack Office/Travel/College 30 Ltr Hedge Polyester - Black,"1,499",4.2 out of 5 stars,"4,170"
https://www.amazon.in/Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit,489,4.2 out of 5 stars,"3,671"
https://www.amazon.in/Arctic-Fox-Liters-String-Backpack/dp/B08L6Q9V1H,Arctic Fox 15 Liters Draw String Bag Lavender Backpack,199,4.2 out of 5 stars,"3,761"
https://www.amazon.in/gp/bestsellers/electronics/1389022031/ref=sr_bs_8_1389022031_1,"Dyazo Water Resistant Camera Bag/Case Shoulder Strap Space for Photography Lens and Accessories Compatible for Nikon, Canon, Sony, Panasonic, Samsung & Other SLR/DSLR etc (Black & Silver)",698,4.2 out of 5 stars,724
https://www.amazon.in/gp/bestsellers/shoes/1983352031/ref=sr_bs_9_1983352031_1,INOVERA Faux Leather Women Handbags Shoulder Hobo Bag Purse With Long Strap,999,4.2 out of 5 stars,"8,974"
https://www.amazon.in/SAFARI-Ltrs-Casual-Backpack-DAYPACKNEO15CBSEB/dp/B07Q7CNPMV,Safari Small Size 15 Ltrs Unisex Casual Backpack - Sea Blue,352,4.0 out of 5 stars,"21,263"
https://www.amazon.in/Dell-Essential-Backpack-15-ES1520P/dp/B07TTCXHRH,Dell Essential Backpack 15 (ES1520P),"1,049",4.0 out of 5 stars,"6,881"
https://www.amazon.in/Bennett-Polyester-Drax-Ultrabook-Surfacepro/dp/B091NZ9MYB,Bennett Khadi and Polyester Drax Laptop Bag Sleeve Case Cover Pouch for 15/15.6 inches Laptop Apple/Dell/Lenovo/ASUS/Hp/Samsung/Mi/MacBook/Ultrabook/Thinkpad/Idea Pad/Surfacepro for Laptops (Blue),257,4.1 out of 5 stars,"4,336"
